row_id,#,material_description,source,erm,material_type,placeholder,material_iri,material_synthesis_characterization_quote,s,p,o,s_iri,o_iri,quote,original_study,citesAsReference,model_cell,organism,organism_iri,organism_age,manufacturer_cell,exposure_time,exposure_time_units,exposure_time_units_iri,dose,dose_units,dose_units_iri,exposure_route,endpoint,endpoint_iri,endpoint_measurement,qualifier,qualifier_value,endpoint_units,assay_equipment,assay_iri,assay,"primary_size_descriptor__(ecd,_feret_diameter_,_length)",primary_size_descriptor_iri,primary_size,primary_size_quote,primary_size,primary_size_qualifier,primary_size_qualifier_value,primary_size_unit,normalized_primary_size,primary_size_method,primary_size_instrument,bundle_diameter,bundle_diameter_quote,bundle_diameter_qualifier,bundle_diameter_qualifier_value,bundle_diameter_unit,normalized_bundle_diameter,bundle_diameter_method,bundle_diameter_instrument,nominal_size,nominal_size_unit,nominal_size_qualifier,nominal_size_qualifier_value,average_grain_size,average_grain_size_qualifier,average_grain_size_qualifier_value,average_grain_size_unit,agglomerate_size,agglomerate_size_unit,agglomerate_size_qualifier,agglomerate_size_qualifier_value,agglomerate_size_method,aggregate_size,aggregate_size_qualifier,aggregate_size_unit,aggregate_size_medium,aggregate_size_qualifier_value,aggregate_size_instrument,aggregate_size_method,diameter_qualifier,diameter_qualifier_value,diameter_unit,normalized_diameter,diameter_method,diameter_instrument,hydrodynamic_diameter,hydrodynamic_diameter_qualifier,hydrodynamic_diameter_qualifier_value,hydrodynamic_diameter_unit,normalized_hydrodynamic_diameter,hydrodynamic_diameter_medium,hydrodymanic_diameter_method,hydrodymanic_diameter_method_iri,hydrodynamic_diameter_instrument,shape,shape_method,surface_area,surface_area_qualifier,surface_area_qualifier_value,surface_area_unit,normalized_surface_area,surface_area_method,surface_area_instrument,zeta_potential,zeta_potential_qualifier,zeta_potential_qualifier_value,zeta_potential_unit,normalized_zeta_potential,zeta_potential_medium,zeta_potential_instrument,zeta_potential_ph,zeta_potential_sd,dispersant/coating/functionalization,dissolution,porosity_qualifier,porosity,porosity_instrument,porosity_qualifier_value,porosity_unit,dissolution_method,purity,purity_unit,purity_method,metal_impurities_type,metal_impurities,metal_impurities_unit,metal_impurities_method,metal_impurities_instrument,pah_impurities,pah_impurities_unit,pah_impurities_method,pah_impurities_instrument,endotoxin_impurities,endotoxin_impurities_unit,endotoxin_impurities_instrument,endotoxins_impurities_instrument,crystal_structure,crystal_structure_instrument,polidispersity_index_(%),doping,polidispersity_index_instrument
115,25,GO,https://doi.org/10.1021/tx400385x,GO25,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,does_not_correlate,cell uptake (amount),http://www.ebi.ac.uk/efo/EFO_0000487,https://purl.placeholder.enanomapper.net/cell_uptake_amount,"exposure of A549 cells to GO did not show cell uptake, although size-dependent cytotoxicity and dose-dependent oxidative stress were observed.37",TRUE,,A549,,http://purl.obolibrary.org/obo/BTO_0000018,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,"The thickness of the GO layer is around 0.9 nm according to AFM. m-GO (430 ± 300 nm). The size of l-GO sheets (780 ± 410 nm) is larger than that of s-GO sheets (160 ± 90 nm). In aqueous suspension, the average hydrodynamic diameter (Dh) is 588 nm for m-GO, 556 nm for l-GO, 148 nm for s-GO, according to Nanosizer measurements (Table S1). Three GO samples have very similar FTIR spectra (Fig. S2). The broad absorption at 3400 cm−1 suggests the existence of –COOH and –OH groups. The absorption at 1720 cm−1 corresponds to Cdouble bondO bonds. The oxygen contents based on XPS analysis are 33.1% for l-GO, 37.0% for s-GO and 35.8% for m-GO (Fig. S3). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,25,GO,https://doi.org/10.1021/tx400385x,GO25,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,coating,correlates,Suspension,http://purl.bioontology.org/ontology/npo#NPO_1962,http://purl.bioontology.org/ontology/npo#NPO_532,"formation of hydrogen bonds between polar functional groups on the GO surface and water molecules, a stable GO colloidal suspension can be attained",FALSE,https://doi.org/10.1021/la203607w,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,25,Graphene,https://doi.org/10.1021/tx400385x,GO25,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,cell viability,negatively_correlates,dose,http://purl.enanomapper.org/onto/ENM_0000068,http://www.ebi.ac.uk/efo/EFO_0000428,"Toxicological aspects related to cytotoxicity and apoptosis induced by graphene in normal human lung cells (BEAS-2B) showed a significant concentration- and time-dependent decrease in cell viability (10–100 μg/mL), as evaluated by 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide (MTT) after 24 and 48 h of exposure. An increase in early and late apoptotic cells was also observed compared with control cells.",FALSE,https://doi.org/10.1166/jbn.2011.1224,BEAS-2B,,http://www.ebi.ac.uk/efo/EFO_0001089,,,"23,48",hours,,"10,100",μg/mL,,,,,,,,,,http://purl.bioontology.org/ontology/npo#NPO_1911,MTT,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,25,Graphene,https://doi.org/10.1021/tx400385x,GO25,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,cell viability,negatively_correlates,exposure time,http://purl.enanomapper.org/onto/ENM_0000068,https://purl.placeholder.enanomapper.net/exposuretime,"Toxicological aspects related to cytotoxicity and apoptosis induced by graphene in normal human lung cells (BEAS-2B) showed a significant concentration- and time-dependent decrease in cell viability (10–100 μg/mL), as evaluated by 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide (MTT) after 24 and 48 h of exposure. An increase in early and late apoptotic cells was also observed compared with control cells.",FALSE,https://doi.org/10.1166/jbn.2011.1224,BEAS-2B,,http://www.ebi.ac.uk/efo/EFO_0001089,,,"23,48",hours,,"10,100",,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,26,rGO,https://doi.org/10.1021/tx400385x,GO26,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,positively_correlates,activation of caspase-3,http://www.ebi.ac.uk/efo/EFO_0000487,https://purl.placeholder.enanomapper.net/activation_caspase_3,"Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)",FALSE,https://doi.org/10.1021/nn1007176,PC12,,http://www.ebi.ac.uk/efo/EFO_0001225,,,,,,,,,,,,,,,,,#N/A,,,#N/A,100-110,diameter between 100−110 nm and thickness between 3−5 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,26,rGO,https://doi.org/10.1021/tx400385x,GO26,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,"2.0 grams of CGO and 2.0 grams of bwGO were separately dispersed in ultrapure water (1.0 L) in two different flasks, sonicated and reacted with hydrazine monohydrate (10 mL) at 100 °C for 24 hours",exposure,positively_correlates,lactate dehydrogenase,http://www.ebi.ac.uk/efo/EFO_0000487,https://purl.placeholder.enanomapper.net/kidney_activity,"Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)",FALSE,https://doi.org/10.1021/nn1007176,PC12,,http://www.ebi.ac.uk/efo/EFO_0001225,,,,,,,,,,,,,,,,,#N/A,,,#N/A,100-110,diameter between 100−110 nm and thickness between 3−5 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,26,rGO,https://doi.org/10.1021/tx400385x,GO26,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,"2.0 grams of CGO and 2.0 grams of bwGO were separately dispersed in ultrapure water (1.0 L) in two different flasks, sonicated and reacted with hydrazine monohydrate (10 mL) at 100 °C for 24 hours",exposure,positively_correlates,ROS production,http://www.ebi.ac.uk/efo/EFO_0000487,http://sbmi.uth.tmc.edu/ontology/ochv#C0678559,"Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)",FALSE,https://doi.org/10.1021/nn1007176,PC12,,http://www.ebi.ac.uk/efo/EFO_0001225,,,,,,,,,,,,,,,,,#N/A,,,#N/A,100-110,diameter between 100−110 nm and thickness between 3−5 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,positively_correlates,ROS production,http://www.ebi.ac.uk/efo/EFO_0000487,http://sbmi.uth.tmc.edu/ontology/ochv#C0678559,"GO acts on alveolar macrophages and alveolar epithelial cells by the generation of ROS, yielding inflammation, and resulting in apoptosis of mitochondrial respiration.27",FALSE,,MHS,,https://purl.placeholder.enanomapper.net/mhs,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,thicknesses ranging from 0.5 to 2.0 nm and areas up to 200 000 nm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,negatively_correlates,ROS production,http://www.ebi.ac.uk/efo/EFO_0000487,http://sbmi.uth.tmc.edu/ontology/ochv#C0678559,"GO acts on alveolar macrophages and alveolar epithelial cells by the generation of ROS, yielding inflammation, and resulting in apoptosis of mitochondrial respiration.27",FALSE,,MLE 12,,https://purl.placeholder.enanomapper.net/mle12,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,thicknesses ranging from 0.5 to 2.0 nm and areas up to 200 000 nm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,,autophagy,http://www.ebi.ac.uk/efo/EFO_0000487,http://purl.placeholder.enanomapper.net/autophagy,Murine macrophage-like RAW264.7 cells incubated with GO (∼100 μg/mL) were also able to elicit autophagy and the expression of Toll-like receptors associated with inflammatory responses.48,FALSE,,RAW-264.7,,http://www.ebi.ac.uk/efo/EFO_0001231,,,,,,100,μg/mL,,,,,,,,,,#N/A,,,#N/A,,"The effective hydrodynamic diameters of large and small GO were ≈2.4 μm and ≈350 nm, respectively",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,positively_correlates,Toll-like receptors,http://www.ebi.ac.uk/efo/EFO_0000487,https://purl.placeholder.enanomapper.net/TNF-α_response,Murine macrophage-like RAW264.7 cells incubated with GO (∼100 μg/mL) were also able to elicit autophagy and the expression of Toll-like receptors associated with inflammatory responses.48,FALSE,,BRL 3A,,https://purl.placeholder.enanomapper.net/brl3a,,,,,,100,μg/mL,,,,,,,,,,#N/A,,,#N/A,,"The effective hydrodynamic diameters of large and small GO were ≈2.4 μm and ≈350 nm, respectively",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,positively_correlates,immunoproteasome LMP7,http://www.ebi.ac.uk/efo/EFO_0000487,https://purl.placeholder.enanomapper.net/lmp7,"Dendritic cells treated with GO (up to 25 μg/mL) were affected in their functional activity (antigens inhibition), this effect was associated with a down-regulation of intracellular levels of one unit of the immune proteasome responsible for antigen processing in these cells.",FALSE,,murine dendritic cells,,https://purl.placeholder.enanomapper.net/murinedendritic,,,,,,"6.25,25",μg/mL,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,,toxicity,http://www.ebi.ac.uk/efo/EFO_0000487,http://purl.bioontology.org/ontology/npo#NPO_1338,"the attachment and proliferation of mammalian colorectal adenocarcinoma cells (HT-29 cells) upon exposure to GO films, indicating no significant toxicity",FALSE,,HT-29,,http://www.ebi.ac.uk/efo/EFO_0001193,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,27,PEGGO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,dose,,cytotoxicity,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.bioontology.org/ontology/npo#NPO_1340,"incubation of several cell cultures, such as lymphoblastoid cells (RAJI),33 colon cancer cell lines (HCT116),34 a human ovarian carcinoma cell line (OVCAR-3),35 a glioblastoma cell line (U87MG), and breast cancer cells (MCF-7), with GO capped with polyethylene glycol (PEG), showed no cytotoxicity up to 100 μg/mL.36",FALSE,,RAJI,,http://www.ebi.ac.uk/efo/EFO_0002324,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,27,PEGGO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,dose,,cytotoxicity,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.bioontology.org/ontology/npo#NPO_1340,"incubation of several cell cultures, such as lymphoblastoid cells (RAJI),33 colon cancer cell lines (HCT116),34 a human ovarian carcinoma cell line (OVCAR-3),35 a glioblastoma cell line (U87MG), and breast cancer cells (MCF-7), with GO capped with polyethylene glycol (PEG), showed no cytotoxicity up to 100 μg/mL.36",FALSE,,HCT116,,http://www.ebi.ac.uk/efo/EFO_0002824,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,27,PEGGO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,dose,,cytotoxicity,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.bioontology.org/ontology/npo#NPO_1340,"incubation of several cell cultures, such as lymphoblastoid cells (RAJI),33 colon cancer cell lines (HCT116),34 a human ovarian carcinoma cell line (OVCAR-3),35 a glioblastoma cell line (U87MG), and breast cancer cells (MCF-7), with GO capped with polyethylene glycol (PEG), showed no cytotoxicity up to 100 μg/mL.36",FALSE,,OVCAR-3,,http://www.ebi.ac.uk/efo/EFO_0003061,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,PEGylation,,toxicity,http://purl.bioontology.org/ontology/npo#NPO_1965,http://purl.bioontology.org/ontology/npo#NPO_1338,"PEGylation of GO reduces the toxic effects in mice, and similarly, no severe toxicity was measured in vivo upon administration of GO as a component in injectable hydrogels for tissue engineering.65 ",FALSE,,,mouse,#N/A,,,,,,,,,injection via hydrogel,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,dose,,toxicity,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.bioontology.org/ontology/npo#NPO_1338,"The toxicity of GO was observed to be dose-dependent in both human and animal cells, displaying little to no effect for low and medium doses in mice.46",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,dose,,toxicity,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.bioontology.org/ontology/npo#NPO_1338,"The toxicity of GO was observed to be dose-dependent in both human and animal cells, displaying little to no effect for low and medium doses in mice.46",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,27,GO,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,amination,,toxicity,https://purl.placeholder.enanomapper.net/amination,http://purl.bioontology.org/ontology/npo#NPO_1338,"The intravenous administration of GO or amine-derived GO (GO-NH2) into a mouse (250 μg.kg body weight) led to extensive pulmonary thromboembolism, which is consistent with the highly potent thrombogenic nature of GO, as previously shown in vitro; however, amine-GO (GO-NH2) was found to be less toxic compared with its unfunctionalized counterpart.",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,27,Carbon,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,,ROS production,http://www.ebi.ac.uk/efo/EFO_0000487,http://sbmi.uth.tmc.edu/ontology/ochv#C0678559,"Many reports have proposed that oxidative stress is one of the mechanisms involved in the toxic effects of carbon nanomaterials.2,24,37,90 The oxidative stress in target cells is caused by the generation of reactive oxygen species (ROS).2 Antioxidant enzymes, such as superoxide dismutase or glutathione per-oxidase, are able to reduce and eliminate ROS. If homeostasis is not achieved, cellular macromolecules, such as proteins, DNA, and lipids, can be damaged.2",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,27,Carbon,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,ROS production,,oxidative stress,http://sbmi.uth.tmc.edu/ontology/ochv#C0678559,http://purl.enanomapper.org/onto/ENM_0000037,"Many reports have proposed that oxidative stress is one of the mechanisms involved in the toxic effects of carbon nanomaterials.2,24,37,90 The oxidative stress in target cells is caused by the generation of reactive oxygen species (ROS).2 Antioxidant enzymes, such as superoxide dismutase or glutathione per-oxidase, are able to reduce and eliminate ROS. If homeostasis is not achieved, cellular macromolecules, such as proteins, DNA, and lipids, can be damaged.2",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,27,Graphene,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,coating,positively_correlates,toxicity,http://purl.bioontology.org/ontology/npo#NPO_1962,http://purl.bioontology.org/ontology/npo#NPO_1338,"This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,27,Graphene,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,lateral dimension,negatively_correlates,toxicity,https://purl.placeholder.enanomapper.net/lactate_dehydrogenase,http://purl.bioontology.org/ontology/npo#NPO_1338,"This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,27,Graphene,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,layers,negatively_correlates,toxicity,https://purl.placeholder.enanomapper.net/lateral_dimension,http://purl.bioontology.org/ontology/npo#NPO_1338,"This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,27,Graphene,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,cell type,negatively_correlates,toxicity,https://purl.placeholder.enanomapper.net/cell_type,http://purl.bioontology.org/ontology/npo#NPO_1338,"This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,27,Graphene,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,dose,negatively_correlates,toxicity,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.bioontology.org/ontology/npo#NPO_1338,"This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,27,Graphene,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure time,does_not_correlate,toxicity,https://purl.placeholder.enanomapper.net/exposuretime,http://purl.bioontology.org/ontology/npo#NPO_1338,"This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method",FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,27,Graphene,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,exposure,does_not_correlate,ROS production,http://www.ebi.ac.uk/efo/EFO_0000487,http://sbmi.uth.tmc.edu/ontology/ochv#C0678559,he current literature proposes that the generation of reactive oxygen species in target cells is the most important cytotoxicity mechanism of graphene.,FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,27,Graphene,https://doi.org/10.1021/tx400385x,GO27,GO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/GO,,ROS production,,cytotoxicity,http://sbmi.uth.tmc.edu/ontology/ochv#C0678559,http://purl.bioontology.org/ontology/npo#NPO_1340,he current literature proposes that the generation of reactive oxygen species in target cells is the most important cytotoxicity mechanism of graphene.,FALSE,,,,#N/A,,,,,,,,,,,,,,,,,#N/A,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
